row_key,id,book_title,author,publish_year,place_name,region,language,genres_csv,narrative_era,passage_or_summary
3275:wd-Q3793464-Q38022,wd-Q3793464-Q38022,Circus of the Damned,Laurell K. Hamilton,1995,St. Louis,North America,English,,1995s,"Anita Blake: Vampire Hunter is a series of urban fantasy novels, short stories, and comic books by Laurell K. Hamilton. The books have sold more than six million copies; many have made The New York Times Best Seller list."
4503:wd-Q629445-Q724,wd-Q629445-Q724,Gerald's Game,Stephen King,1992,Maine,North America,English,,1992s,"Gerald and Jessie Burlingame have gone to their summer home on a warm weekday in October for a romantic interlude. After being handcuffed to her bedposts, Jessie tires of her husband's games, but when Gerald refuses to stop she lashes out at him with deadly consequences. Still handcuffed, she is trapped and alone. Painful memories from her childhood bedevil her. Her only company is a hungry stray dog and the sundry voices that populate her mind. As night comes, she is unsure whether it is her imagination or if she has another companion: someone watching her from the corner of her dark bedroom.

([source][1])


  [1]: https://www.stephenking.com/library/novel/gerald_s_game.html"
7212:wd-Q468121-Q30,wd-Q468121-Q30,Rose Madder,Stephen King,1995,United States,North America,English,,1995s,"Rosie Daniels flees from her husband, Norman after fourteen years in an abusive marriage. During one bout of violence, Norman caused Rosie to miscarry their only child. Escaping to a distant city, Rosie establishes a new life and forges new relationships. Norman Daniels, a police officer with a reputation for cruelty, uses his law-enforcement connections to track his wayward wife. 
([source][1])


  [1]: https://stephenking.com/library/novel/rose_madder.html"
9127:wd-Q384160-Q18389,wd-Q384160-Q18389,The Long Walk,Stephen King,1979,New England,North America,English,,1979s,"The Long Walk is a dystopian horror novel by American writer Stephen King, published in 1979, under the pseudonym Richard Bachman. It was collected in 1985 in the hardcover omnibus The Bachman Books, and has seen several reprints since, as both paperback and hardback.

Set in a future dystopian America, ruled by a totalitarian and militaristic dictator, the plot revolves around the contestants of a grueling, annual walking contest. In 2000, the American Library Association listed The Long Walk as one of the 100 best books for teenage readers published between 1966 and 2000.


----------
Also contained in:

 - [The Bachman Books][2]
 - [The Bachman Books](https://openlibrary.org/works/OL24796729W)



  [1]: https://stephenking.com/library/bachman_novel/long_walk_the.html
  [2]"
10566:wd-Q4373723-Q65,wd-Q4373723-Q65,Umney's Last Case,Stephen King,1994,Los Angeles,North America,English,,1994s,"It’s just another ordinary day in 1930s Los Angeles for private investigator Clyde Umney, until a new client walks into his office. Umney soon learns that his client is the crime-fiction writer who not only created him, but now needs to switch places with him. An unknown power forces Umney to take on the writer’s identity in the year 1994. Now, Clyde needs to figure out how to get back to his own universe and then take revenge on his creator.
([source][1])


----------
Also contained in:

 - The House on Maple Street and other stories
 - [Nightmares & Dreamscapes][2]
 - [Nightmares & Dreamscapes: 2/2](https://openlibrary.org/works/OL14916700W/Nightmares_Dreamscapes._2_2)
 - [Nightmares & Dreamscapes: 1/3](https://openlibrary.org/works/OL9365928W)


  [1]: https://stephenking.c"
2992:wd-Q15091334-Q60,wd-Q15091334-Q60,Booby Trap,Rex Stout,1944,New York City,North America,English,,1944s,"""Booby Trap"" is a Nero Wolfe mystery novella by Rex Stout, first published in the August 1944 issue of The American Magazine. It first appeared in book form as the second novella in the short-story collection Not Quite Dead Enough, published by Farrar & Rinehart in 1944."
7890:wd-Q16154980-Q1408,wd-Q16154980-Q1408,The Accursed,Joyce Carol Oates,2013,New Jersey,North America,English,,2013s,"The Accursed is the fifth volume of United States writer Joyce Carol Oates's Gothic series following Bellefleur (1980), A Bloodsmoor Romance (1982), Mysteries of Winterthurn (1984), and My Heart Laid Bare (1998). The novel was published by Ecco on March 5, 2013. It is set in and around Princeton, New Jersey in the early twentieth century, and explores a variety of supernatural themes, tracing their effect upon members of several families who reside in the area. The Accursed contains a number of historical figures used in a fictional context, among them President Woodrow Wilson, and writers Mark Twain, Jack London and Upton Sinclair and his first wife Meta."
9011:wd-Q16518529-Q49149,wd-Q16518529-Q49149,The Lady with the Pet Dog,Joyce Carol Oates,1972,Nantucket,North America,English,,1972s,"""The Lady with the Pet Dog"" is a short story by Joyce Carol Oates originally published in Partisan Review and first collected in Marriages and Infidelities (1972) by Vanguard Press."
11000:wd-Q8073730-Q1166,wd-Q8073730-Q1166,Zombie,Joyce Carol Oates,1995,Michigan,North America,English,,1995s,"Meet Quentin P.He is a problem for his professor father and his loving mother, though of course they do not believe the charge (sexual molestation of a minor) that got him in that bit of trouble.He is a challenge for his court-appointed psychiatrist, who nonetheless is encouraged by the increasingly affirmative quality of his dreams and his openness in discussing them.He is a thoroughly sweet young man for his wealthy grandmother, who gives him more and more, and can deny him less and less.He is the most believable and thoroughly terrifying sexual psychopath and killer ever to be brought to life in fiction, as Joyce Carol Oates achieves her boldest and most brilliant triumph yet-a dazzling work of art that extends the borders of the novel into the darkest heart of truth."
6304:wd-Q15718230-Q12439,wd-Q15718230-Q12439,Mr. Paradise,Elmore Leonard,2004,Detroit,North America,English,,2004s,"Roommates Kelly and Chloe are enjoying their lives and their downtown Detroit loft just fine. Kelly is a Victoria's Secret catalog model. Chloe is an escort, until she decides to ditch her varied clientele in favor of a steady gig as girlfriend to eighty-four-year-old retired lawyer Tony Paradiso, a.k.a. Mr. Paradise. Evenings at Mr. Paradise's house, there's always an old Michigan football game on TV. And when Chloe's around, there's a cheerleader, too, complete with pleated skirt and blue-and-gold pompoms. One night Chloe convinces Kelly to join in the fun, along with Montez Taylor, Tony's smooth-talking right-hand man. But things go awry and before the end of the evening there will be two corpses, two angry hit men, one switch of identity, a safe-deposit box full of loot up for grabs, a"
6416:wd-Q15070923-Q812,wd-Q15070923-Q812,Naked Came the Manatee,Elmore Leonard,1996,Florida,North America,English,,1996s,"Naked Came the Manatee (ISBN 978-0399141928) is a 1996 mystery thriller parody novel, written by thirteen Florida writers: Carl Hiaasen, Elmore Leonard, Dave Berry, James W. Hall, Edna Buchanan, Les Standiford, Paul Levine, Brian Antoni, Tananarive Due, John Dufresne, Vicki Hendricks, Carolina Hospital, and Evelyn Mayerson. It is composed of thirteen chapters, each written by a different Miami-area writer. It was originally published as a serial in the Miami Herald's Tropic magazine, one chapter per issue, and later published as a single novel. Its title is a reference to the literary hoax Naked Came the Stranger. The book was conceived of and edited by Tom Shroder, then editor of Tropic. Dave Barry came up with the first chapter, which was then handed to the next writer, and so on until C"
7163:wd-Q7332983-Q8652,wd-Q7332983-Q8652,Riding the Rap,Elmore Leonard,1995,Miami,North America,English,,1995s,"Debt-ridden Palm Beach playboy Warren ""Chip"" Ganz takes a rich man hostage. The trouble is he chooses bookmaker Harry Arno -- an expert scammer with a U.S. Marshal on his tail. When everybody's got a gun, someone's gonna get hurt."
2927:wd-Q15091005-Q60,wd-Q15091005-Q60,Bitter End,Rex Stout,1940,New York City,North America,English,,1940s,"""Bitter End"" is the first Nero Wolfe mystery novella by Rex Stout, originally published in the November 1940 issue of The American Magazine. The story is a re-working of Stout's Tecumseh Fox story Bad for Business, published later that year."
4871:wd-Q5955741-Q1439,wd-Q5955741-Q1439,Hyenas: a Hap and Leonard Novella,Joe R. Lansdale,2011,Texas,North America,English,,2011s,"Hyenas: a Hap and Leonard Novella is a novella written by American author Joe R. Lansdale. It is the tenth book in the Hap and Leonard series of works by Mr. Lansdale. It contains the novella Hyenas, and the short story ""The Boy Who Became Invisible."""
6870:wd-Q2317316-Q100,wd-Q2317316-Q100,Pickman's Model,H. P. Lovecraft,1927,Boston,North America,English,,1927s,"""Pickman's Model"" is a short story by H. P. Lovecraft, written in September 1926 and first published in the October 1927 issue of Weird Tales."
9758:wd-Q3210430-Q18383,wd-Q3210430-Q18383,The Shunned House,H. P. Lovecraft,1937,Providence,North America,English,,1937s,"""The Shunned House"" is a horror fiction novelette by American author H. P. Lovecraft, written on October 16–19, 1924. It was first published in the October 1937 issue of Weird Tales."
10147:wd-Q1152214-Q771,wd-Q1152214-Q771,The Whisperer in Darkness,H. P. Lovecraft,1931,Massachusetts,North America,English,,1931s,"The Whisperer in Darkness is a 26,000-word novella by American writer H. P. Lovecraft. Written February–September 1930, it was first published in Weird Tales, August 1931. Similar to ""The Colour Out of Space"" (1927), it is a blend of horror and science fiction. Although it makes numerous references to the Cthulhu Mythos, the story is not a central part of the mythos, but reflects a shift in Lovecraft's writing at this time towards science fiction. The story also introduces the Mi-Go, an extraterrestrial race of fungoid creatures."
10724:wd-Q19007827-Q2576428,wd-Q19007827-Q2576428,Waltz of Shadows,Joe R. Lansdale,1999,East Texas,North America,English,,1999s,The Lost Lansdale Series is a series of four books by Joe R. Lansdale.
3261:wd-Q15091102-Q60,wd-Q15091102-Q60,Christmas Party,Rex Stout,1957,New York City,North America,English,,1957s,"""Christmas Party"" is a Nero Wolfe mystery novella by Rex Stout, first published as ""The Christmas-Party Murder"" in the January 4, 1957, issue of Collier's magazine. It first appeared in book form in the short-story collection And Four to Go, published by the Viking Press in 1958. The story has been adapted for television, radio, and the stage."
7884:wd-Q17512014-Q62,wd-Q17512014-Q62,The Abysmal Brute,Jack London,1913,San Francisco,North America,English,,1913s,"""Before anyone knew there was such a thing, Jack London gave us the natural: young Pat Glendon has never drunk alcohol nor tasted tobacco. He loves nature, is afraid of cities, and is shy of women. And he is a perfect fighter. Summoned from the city to consider such a prospect, cynical Sam Stubener, manager of prizefighters, is struck by the boy's extraordinary athletic grace - and soon man and boy are off to San Francisco to take on the heavyweight world."".

""The Abysmal Brute is the story of natural grace pitted against worldly brutishness. A subtle social drama played out in the arena of sport - in a day long before sport moved to the center of American culture - it is also a rousing romantic tale in the tradition of one of our great storytellers.

As Pat hones his skill - and his curio"
2965:wd-Q15091070-Q60,wd-Q15091070-Q60,Blood Will Tell,Rex Stout,1963,New York City,North America,English,,1963s,"""Blood Will Tell"" is a Nero Wolfe mystery novella by Rex Stout, first published in the December 1963 issue of Ellery Queen's Mystery Magazine. It first appeared in book form in the short-story collection Trio for Blunt Instruments, published by the Viking Press in 1964."
7610:wd-Q17066046-Q812,wd-Q17066046-Q812,Split Images,Elmore Leonard,1981,Florida,North America,English,,1981s,"When a Detroit homicide cop takes a vacation, he looks for some place far away from murder and mayhem. But when Bryan Hurd lands in Palm Beach, he finds that a gun-collecting millionaire and a bitter ex-cop have already brought Motown murder to the Sunshine State."
7751:wd-Q7652933-Q12439,wd-Q7652933-Q12439,Swag,Elmore Leonard,1976,Detroit,North America,English,,1976s,"The smallest of small-time criminals, Ernest Stickley Jr. figures his luck's about to change when Detroit used car salesman Frank Ryan catches him trying to boost a ride from Ryan's lot. Frank's got some surefire schemes for getting rich quick--all of them involving guns--and all Stickley has to do is follow ""Ryan's Rules"" to share the wealth. But sometimes rules need to be bent, maybe even broken, if one is to succeed in the world of crime, especially if the ""brains"" of the operation knows less than nothing."
4862:wd-Q5941837-Q17042,wd-Q5941837-Q17042,Humpty Dumpty in Oakland,Philip K. Dick,1986,Oakland,North America,English,,1986s,"Humpty Dumpty in Oakland is a realist, non-science fiction novel authored by Philip K. Dick. Originally completed in 1960, but rejected by prior publishers, this work was posthumously published by Gollancz in the United Kingdom in 1986. An American edition was published by Tor Books in 2007."
3074:wd-Q15091290-Q60,wd-Q15091290-Q60,Bullet for One,Rex Stout,1948,New York City,North America,English,,1948s,"""Bullet for One"" is a Nero Wolfe mystery novella by Rex Stout, first published in the July 1948 issue of The American Magazine. It first appeared in book form in the short-story collection Curtains for Three, published by the Viking Press in 1951."
7748:wd-Q3978367-Q185582,wd-Q3978367-Q185582,Suttree,Cormac McCarthy,1979,Knoxville,North America,English,,1979s,"By the author of Blood Meridian and All the Pretty Horses, Suttree is the story of Cornelius Suttree, who has forsaken a life of privilege with his prominent family to live in a dilapidated houseboat on the Tennessee River near Knoxville. Remaining on the margins of the outcast community there--a brilliantly imagined collection of eccentrics, criminals, and squatters--he rises above the physical and human squalor with detachment, humor, and dignity."
5738:wd-Q957123-Q724,wd-Q957123-Q724,Lisey's Story,Stephen King,2006,Maine,North America,English,,2006s,"Two years after her husband's death, Lisey Landon decides it's time to go through his office to clear out his papers.  Scott Landon was a bestselling novelist and Lisey has been besieged by people wanting to buy any of his unpublished work but she is determined not to let that happen.  As she begins the process of cleaning, she is contacted by an unsavory character who claims that if she does not turn over the papers, he will make her suffer the consequences.  Finding strength she did not know she had and never used during their marriage, Lisey refuses, and true to his word, ""Zack McCool"" begins to stalk her.  Lisey begins to remember strange events from her marriage that she had suppressed and finds clues that may help save her life.
([source][1])


  [1]: https://www.stephenking.com/"
8341:wd-Q247364-Q30,wd-Q247364-Q30,The Dark Tower V: Wolves of the Calla,Stephen King,2003,United States,North America,English,,2003s,"The Dark Tower V: Wolves of the Calla is a dark fantasy novel by American writer Stephen King. It is the fifth book in his The Dark Tower series. The book continues the story of Roland Deschain, Eddie Dean, Susannah Dean, Jake Chambers, and Oy as they make their way toward the Dark Tower. The subtitle of this novel is Resistance. Prior to the novel's publication, two excerpts were published: ""Calla Bryn Sturgis"" was published in 2001 on Stephen King's official site, and ""The Tale of Gray Dick"" was published in 2003 in McSweeney's Mammoth Treasury of Thrilling Tales. Both excerpts were incorporated in revised form into the full version of the 2003 novel. Wolves of the Calla was nominated for the Locus Award for Best Fantasy Novel in 2004."
3398:wd-Q15090981-Q60,wd-Q15090981-Q60,Cordially Invited to Meet Death,Rex Stout,1942,New York City,North America,English,,1942s,"""Cordially Invited to Meet Death"" is a Nero Wolfe mystery novella by Rex Stout, first published in abridged form as ""Invitation to Murder"" in the April 1942 issue of The American Magazine. It first appeared in book form in the short-story collection Black Orchids, published by Farrar & Rinehart in 1942."
8443:wd-Q1093690-Q408,wd-Q1093690-Q408,The Dreamtime Duck of the Never Never,Don Rosa,1993,Australia,Oceania,English,,1993s,"""The Dreamtime Duck of the Never Never"" is a 1993 Scrooge McDuck comic by Don Rosa. It is the seventh of the original 12 chapters in the series The Life and Times of Scrooge McDuck. The story takes place from 1893 to 1896."
3758:wd-Q472291-Q664,wd-Q472291-Q664,"Dick Sand, A Captain at Fifteen",Jules Verne,1878,New Zealand,Oceania,French,,1878s,"Dick Sand, A Captain at Fifteen is a Jules Verne novel published in 1878. 
It deals primarily with the issue of slavery, and the African slave trade by other Africans in particular."
7576:wd-Q3231743-Q685,wd-Q3231743-Q685,South Sea Tales,Jack London,0,Solomon Islands,Oceania,English,,,"Despite the heavy clumsiness of her lines, the Aorai handled easily in the light breeze, and her captain ran her well in before he hove to just outside the suck of the surf. The atoll of Hikueru lay low on the water, a circle of pounded coral sand a hundred yards wide, twenty miles in circumference, and from three to five feet above high-water mark. On the bottom of the huge and glassy lagoon was much pearl shell, and from the deck of the schooner, across the slender ring of the atoll, the divers could be seen at work."
9313:wd-Q471005-Q698739,wd-Q471005-Q698739,The Mysterious Island,Jules Verne,1888,Maria Theresa Reef,Oceania,French,,1888s,"The Mysterious Island is a novel by Jules Verne, serialised from August 1874 to September 1875 and then published in book form in November 1875. The first edition, published by Hetzel, contains illustrations by Jules Férat. The novel is a crossover sequel to Verne's famous Twenty Thousand Leagues Under the Seas (1870) and In Search of the Castaways (1867–68), though its themes are vastly different from those books. An early draft of the novel, rejected by Verne's publisher and wholly reconceived before publication, was titled Shipwrecked Family: Marooned with Uncle Robinson, indicating the influence of the novels Robinson Crusoe and The Swiss Family Robinson. Verne developed a similar theme in his novel, Godfrey Morgan."
4981:wd-Q1213902-Q408,wd-Q1213902-Q408,In Search of the Castaways,Jules Verne,1864,Australia,Oceania,French,,1864s,"In Search of the Castaways is a novel by the French writer Jules Verne, published in 1867–68. The original edition, published by Hetzel, contains illustrations by Édouard Riou. In 1876, it was republished by George Routledge & Sons as a three volume set titled A Voyage Round The World. The three volumes were subtitled South America, Australia, and New Zealand. As often with Verne, English translations have appeared under different names; another edition has the overall title Captain Grant's Children and has two volumes subtitled The Mysterious Document and Among the Cannibals. The modern unabridged English translation is done by Don Sample."
10570:wd-Q4003795-Q712,wd-Q4003795-Q712,Un dramma nell'Oceano Pacifico,Emilio Salgari,1895,Fiji,Oceania,Italian,,1895s,
9734:wd-Q1764079-Q408,wd-Q1764079-Q408,The Shadow Out of Time,H. P. Lovecraft,1936,Australia,Oceania,English,,1936s,"The Shadow Out of Time is a novella by American horror fiction writer H. P. Lovecraft. Written between November 1934 and February 1935, it was first published in the June 1936 issue of Astounding Stories. The story describes time and space travel by mind transfer, where a person in a given place and time can switch bodies with someone who is elsewhere or elsewhen. As with other Lovecraftian works, this story features otherworldly alien beings that are not simply variations on humans or other familiar terrestrial animals."
3785:wd-Q5274520-Q664,wd-Q5274520-Q664,Died in the Wool,Ngaio Marsh,1945,New Zealand,Oceania,English,,1945s,"One summer evening in 1942, Flossie Rubrick, goes to her husband's wool shed to rehearse a patriotic speech - and disappears. Three weeks later she turns up at an auction, packed inside one of her own bales of wool and very, very dead"
4969:wd-Q1562043-Q165008,wd-Q1562043-Q165008,Imperium,Christian Kracht,2012,German New Guinea,Oceania,German,,2012s,"Eine deutsche Südseeballade. In »Imperium« erzählt Christian Kracht eine Aussteigergeschichte in den deutschen Kolonien der Südsee, indem er virtuos und gut gelaunt mit den Formen des historischen Abenteuerromans eines Melville, Joseph Conrad, Robert Louis Stevenson oder Jack London spielt. Die Welt wollte er retten, eine neue Religion stiften, gar ein eigenes Reich gründen - eine Utopie verwirklichen, die nicht nur ihn selbst, sondern die Menschheit erlöst, fernab der zerstörerischen europäischen Zivilisation, die gerade aufbricht in die Moderne und in die Katastrophen des Ersten und Zweiten Weltkriegs. Doch in der Abgeschiedenheit der Südsee, in einer Kolonie des wilhelminischen Deutschland, gerät ein von einem vegetarischen Spleen besessener Sonnenanbeter in eine Spirale des Wahnsinns,"
6190:wd-Q13377727-Q201766,wd-Q13377727-Q201766,Mister Pip,Lloyd Jones,2006,Bougainville Island,Oceania,English,,2006s,"In a novel that is at once intense, beautiful, and fablelike, Lloyd Jones weaves a transcendent story that celebrates the resilience of the human spirit and the power of narrative to transform our lives.On a copper-rich tropical island shattered by war, where the teachers have fled with most everyone else, only one white man chooses to stay behind: the eccentric Mr. Watts, object of much curiosity and scorn, who sweeps out the ruined schoolhouse and begins to read to the children each day from Charles Dickens's classic Great Expectations. So begins this rare, original story about the abiding strength that imagination, once ignited, can provide. As artillery echoes in the mountains, thirteen-year-old Matilda and her peers are riveted by the adventures of a young orphan named Pip in a city c"
3124:wd-Q118795146-Q140207,wd-Q118795146-Q140207,Came a Hot Friday,Ronald Hugh Morrieson,1964,Taranaki Region,Oceania,English,,1964s,"Set in rural New Zealand in 1949, Wes Pennington and his partner Cyril Kidman are out to ride a great horse-racing scam for as long as they can. They are inveterate gamblers who have joined forces to bilk local bookies by taking advantage of delayed broadcasts of horse races. To stop being caught the duo don't stay in each town for too long, but when they arrive in Tainuia Junction, fate catches up with them. Through a series of unforeseen circumstances, Cyril and Wes get involved in uncovering a bootlegging ring, arson, murder, and other dastardly deeds. The townspeople are in a class of their own, including the Te Whakinga Kid, a Maori man who believes himself to be a Mexican bandito, who becomes a kind of protector for the put-upon, gambling duo.

- wikipedia"
3032:wd-Q16240999-Q3130,wd-Q16240999-Q3130,Bridge of Clay,Markus Zusak,2018,Sydney,Oceania,English,,2018s,"Upon their father's return, the five Dunbar boys, who have raised themselves since their mother's death, begin to learn family secrets, including that of fourth brother Clay, who will build a bridge for complex reasons, including his own redemption."
6907:wd-Q125521753-Q408,wd-Q125521753-Q408,Pocket Apocalypse,Seanan McGuire,2015,Australia,Oceania,English,,2015s,"""Alexander Price has survived gorgons, basilisks, and his own family--no small feat, considering that his family includes two telepaths, a reanimated corpse, and a colony of talking, pantheistic mice.  Still, he's starting to feel like he's got the hang of things...at least until his girlfriend, Shelby Tanner, shows up asking pointed questions about werewolves and the state of his passport.  From there, it's just a hop, skip, and a jump to Australia, a continent filled with new challenges, new dangers, and yes, rival cryptozoologists who don't like their ""visiting expert"" very much. Australia is a cryptozoologist's dream, filled with unique species and unique challenges.  Unfortunately, it's also filled with Shelby's family, who aren't delighted by the length of her stay in America.  And t"
2962:wd-Q107222463-Q3206,wd-Q107222463-Q3206,Blood Relations,David Malouf,0,Western Australia,Oceania,English,,,"Blood Relations is a play by David Malouf. Set in tropical Western Australia, it concerns a family group gathering around patriarch Willy at Christmas. It has been described as an Australian re-telling of The Tempest."
7739:wd-Q21404517-Q51,wd-Q21404517-Q51,Sur,Ursula K. Le Guin,1982,Antarctica,Oceania,English,,1982s,"""Sur"" is a short story by the American writer Ursula K. Le Guin, first published in The New Yorker on February 1, 1982. It was included in The Compass Rose, a collection of stories by Le Guin first published in July 1982."
7272:wd-Q17600990-Q538,wd-Q17600990-Q538,Salgari - I solitari dell'Oceano,Emilio Salgari,1904,Insular Oceania,Oceania,Italian,,1904s,
6483:wd-Q106815719-Q497188,wd-Q106815719-Q497188,Nga Tangata Toa,Hone Kouka,1994,Kaikōura Ranges,Oceania,English,,1994s,"Nga Tangata Toa is a 1994 play by New Zealand playwright Hone Kouka. The play has themes of revenge, family honour, and long-held secrets."
9148:wd-Q15076530-Q1549557,wd-Q15076530-Q1549557,The Luminaries,Eleanor Catton,0,Hokitika,Oceania,English,,,"The Luminaries is a 2013 novel by Eleanor Catton. Set in New Zealand's South Island in 1866, the novel follows Walter Moody, a prospector who travels to the West Coast settlement of Hokitika to make his fortune on the goldfields. Instead, he stumbles into a tense meeting between twelve local men, and is drawn into a complex mystery involving a series of unsolved crimes. The novel's complex structure is based on the system of Western astrology, with each of the twelve local men representing one of the twelve signs of the zodiac, and with another set of characters representing planets in the Solar System."
4024:wd-Q2706700-Q408,wd-Q2706700-Q408,Elizabeth Costello,J. M. Coetzee,2003,Australia,Oceania,English,,2003s,"Elizabeth Costello is a distinguished and aging Australian novelist whose life is revealed through a series of eight formal addresses. From an award-acceptance speech at a New England liberal arts college to a lecture on evil in Amsterdam and a sexually charged reading by the poet Robert Duncan, the author draws the reader toward its astonishing conclusion. The novel is, on its surface, the story of a woman's life as mother, sister, lover, and writer. Yet it is also a profound and haunting meditation on the nature of storytelling."
2944:wd-Q26710837-Q3141,wd-Q26710837-Q3141,Black Rock White City,A. S. Patrić,2015,Melbourne,Oceania,English,,2015s,"Black Rock White City is a novel about the damages of war, the limits of choice, and the hope of love. During a hot Melbourne summer Jovan's cleaning work at a bayside hospital is disrupted by acts of graffiti and violence becoming increasingly malevolent. For Jovan the mysterious words that must be cleaned away dislodge the poetry of the past. He and his wife Suzana were forced to flee Sarajevo and the death of their children."
3232:wd-Q5094903-Q668,wd-Q5094903-Q668,Chhinnamastar Abhishap,Satyajit Ray,1977,India,South Asia,Bengali,,1977s,"Chhinnamastar Abhishap is a Bengali novel by Satyajit Ray featuring private detective Feluda. It was first serialized in Desh magazine in 1978, and then released in book form in 1981 by Ananda Publishers."
8507:wd-Q17407121-Q1239,wd-Q17407121-Q1239,The End of the Tether,Joseph Conrad,1902,Indian Ocean,South Asia,English,,1902s,Published initially as accompaniment to 'Heart of Darkness' in a collection of short stories titled 'Youth: A Narrative and Two Other Stories'. The three stories are: Youth - A Narrative; Heart of Darkness; and The End of The Tether.
4479:wd-Q5521265-Q668,wd-Q5521265-Q668,Gangtokey Gondogol,Satyajit Ray,1971,India,South Asia,Bengali,,1971s,Gangtokey Gondogol  is a short novel by Satyajit Ray featuring the private detective Feluda. This story was first published in the Desh magazine in 1970 and then published in book form in 1971 by Ananda Publishers.
4695:wd-Q5682255-Q668,wd-Q5682255-Q668,Hatyapuri,Satyajit Ray,1979,India,South Asia,Unknown,,1979s,"Hatyapuri is a crime novel by Satyajit Ray. It gets its title from Puri, a city located on the shores of the Bay of Bengal which is a popular tourist attraction in East India. It was first serialized in the Sandesh magazine in 1979 and released in book form in the same year by Ananda Publishers."
4423:wd-Q3595132-Q129286,wd-Q3595132-Q129286,Freedom at Midnight,Larry Collins,1975,British Raj,South Asia,English,,1975s,"The end of an empire. The birth of two nations.

Seventy years ago, at midnight on August 14, 1947, the Union Jack began its final journey down the flagstaff of Viceroy’s House, New Delhi. A fifth of humanity claimed their independence from the greatest empire history has ever seen—but the price of freedom was high, as a nation erupted into riots and bloodshed, partition and war.

Freedom at Midnight is the true story of the events surrounding Indian independence, beginning with the appointment of Lord Mountbatten of Burma as the last Viceroy of British India, and ending with the assassination and funeral of Mahatma Gandhi. The book was an international bestseller and achieved enormous acclaim in the United States, Italy, Spain, and France.

This edition contains 20 black-and-white p"
10382:wd-Q7808535-Q668,wd-Q7808535-Q668,Tintorettor Jishu,Satyajit Ray,1983,India,South Asia,Bengali,,1983s,Tintorettor Jishu is a mystery novel by Satyajit Ray about an adventure of Feluda. A movie directed by Sandip Ray has been made based on the story. An extensive shoot schedule at Hong Kong during May 2008 takes Feluda movies to a new height. The book was published by Ananda Publishers in 1983.
3832:wd-Q97913763-Q813,wd-Q97913763-Q813,Dom moyego ottsa,Fedor Samokhin,1963,Kyrgyzstan,South Asia,Russian,,1963s,"The story of the Soviet writer Fedor Samokhin, released in 1963"
6271:wd-Q3790833-Q2287206,wd-Q3790833-Q2287206,Mowgli's Brothers,Rudyard Kipling,1894,Seoni,South Asia,English,,1894s,"""Mowgli's Brothers"" is a short story by Rudyard Kipling. Chronologically, it is the first story about Mowgli although it was written after ""In the Rukh"", in which Mowgli appears as an old man."
8487:wd-Q7731877-Q1185,wd-Q7731877-Q1185,The Emerald Route,R. K. Narayan,1977,Karnataka,South Asia,Unknown,,1977s,"The Emerald Route is a travelogue by R. K. Narayan. It was published by Indian Thought Publications in 1980. It is a pseudo-travel guide for Karnataka, India. The book was commissioned by the Government of Karnataka, and the initial non-commercial version was published in 1977 as part of a government publication. The book is focused on local history, culture and heritage, and does not exhibit much of Narayan's characteristic personal narrative."
3531:wd-Q5227941-Q843,wd-Q5227941-Q843,Daughters of Destiny,L. Frank Baum,1906,Pakistan,South Asia,English,,1906s,"Daughters of Destiny is a 1906 adventure novel written by L. Frank Baum, famous as the author of the Oz books. Baum published the novel under the pen name ""Schuyler Staunton,"" one of his several pseudonyms."
7918:wd-Q1192119-Q889,wd-Q1192119-Q889,The Afghan,ஃபிரெட்ரிக் ஃபோர்சித்,2006,Afghanistan,South Asia,English,,2006s,The Afghan is a 2006 thriller novel by British writer Frederick Forsyth.
10033:wd-Q3227912-Q668,wd-Q3227912-Q668,The Treasure of the Ten Avatars,Don Rosa,1996,India,South Asia,Unknown,,1996s,"""The Treasure of the Ten Avatars"" is a 1996 Donald Duck story by Don Rosa."
5486:wd-Q8212205-Q265,wd-Q8212205-Q265,Le Aquile della steppa,Emilio Salgari,1905,Uzbekistan,South Asia,Italian,,1905s,
10541:wd-Q3055213-Q1239,wd-Q3055213-Q1239,Twixt Land and Sea,Joseph Conrad,1912,Indian Ocean,South Asia,English,,1912s,"Ever since the sun rose I had been looking ahead. The ship glided gently in smooth water. After a sixty days' passage I was anxious to make my landfall, a fertile and beautiful island of the tropics. The more enthusiastic of its inhabitants delight in describing it as the Pearl of the Ocean. Well, let us call it the Pearl. It's a good name. A pearl distilling much sweetness upon the world."
6447:wd-Q13112946-Q1186,wd-Q13112946-Q1186,Neelavelicham,Vaikom Muhammad Basheer,0,Kerala,South Asia,Unknown,,,"""Neelavelicham"" is a Malyalam short story written by Vaikom Muhammad Basheer. Beginning with the introduction of one of the miracles of the narrator's life, the story is about the tender relationship that develops between a young writer who must live in a house notorious for being haunted and the ghost of a girl who is believed to haunt the house. The story is included in Basheer's collection Pavapettavarude Veshya."
9859:wd-Q628443-Q668,wd-Q628443-Q668,The Steam House,Jules Verne,1880,India,South Asia,French,,1880s,The Steam House is an 1880 Jules Verne novel recounting the travels of a group of British colonists in the Raj in a wheeled house pulled by a steam-powered mechanical elephant. Verne uses the mechanical house as a plot device to have the reader travel in nineteenth-century India. The descriptions are interspersed with historical information and social commentary.
